Code,Date,High,Low,Close,Code,High,Low,Close,Code,High,Low,Close,Code,High,Low,Close,Cases India,Cases UK,Cases US,Cases STRAYA
XFJ,2020-04-27,4121.8,4042.8,4115.7,XHJ,44321.6,43128.9,44321.6,XIJ,1212.8,1167.6,1209.9,XJR,3860.3,3784.6,3846.9,1396,3748,26857,8
XFJ,2020-04-28,4196.2,4070.1,4106.5,XHJ,44377.7,43720.7,44229.5,XIJ,1229.9,1209.9,1224.4,XJR,3855.1,3791.4,3815.2,1543,3473,22541,12
XFJ,2020-04-29,4265.9,4106.5,4265.9,XHJ,44238.6,43305.5,43640.3,XIJ,1233.7,1210.1,1233.7,XJR,3896.5,3815.2,3882,1897,4706,24132,17
XFJ,2020-04-30,4403.4,4265.8,4383.8,XHJ,43646.8,43053.2,43053.2,XIJ,1298.2,1233.7,1294.3,XJR,4034.4,3882,4029.3,1718,4729,27326,11
XFJ,2020-05-01,4383.8,4136.7,4136.7,XHJ,43537.5,41862.6,41862.6,XIJ,1294.3,1244.8,1244.8,XJR,4029.3,3749,3749,1993,5442,29917,12
XFJ,2020-05-04,4214.5,4057.2,4200.2,XHJ,42906.2,41639,42848,XIJ,1310.2,1244.8,1307.5,XJR,3780.2,3684,3771,2553,3229,24972,27
XFJ,2020-05-05,4290.4,4200.2,4290.4,XHJ,43003.3,42455.7,42663.4,XIJ,1344.3,1307.5,1344.1,XJR,3885.1,3771,3885.1,3900,2982,22593,27
XFJ,2020-05-06,4290.4,4210.7,4242.1,XHJ,43115.1,42503.5,42842.8,XIJ,1365.5,1340,1365.2,XJR,3908,3849.6,3884,2958,3389,23841,26
XFJ,2020-05-07,4242.1,4169.4,4178.3,XHJ,43395.5,42699.7,43071.5,XIJ,1375.7,1351.6,1374.7,XJR,3901.5,3861.7,3896.8,3561,3682,24128,22
XFJ,2020-05-08,4243.5,4178.3,4207.7,XHJ,43141.4,42334.9,42334.9,XIJ,1394.6,1374.7,1385.9,XJR,3963.7,3896.8,3937.4,3390,3827,28369,19
XFJ,2020-05-11,4290.7,4207.7,4256.6,XHJ,42854,42334.9,42629.7,XIJ,1420.4,1385.9,1411.8,XJR,4008.2,3937.4,3989.9,4213,2157,20258,8
XFJ,2020-05-12,4258.5,4154,4173.7,XHJ,43322.4,42627.3,43275.7,XIJ,1411.8,1383,1398.9,XJR,3989.9,3881.1,3902.9,3604,2329,18117,18
XFJ,2020-05-13,4202.2,4088.8,4202.2,XHJ,43607.8,42297.2,43607.8,XIJ,1406.2,1358.6,1406.2,XJR,3929.7,3837.3,3929.7,3525,3586,22048,13
XFJ,2020-05-14,4201.9,4094.7,4094.7,XHJ,43607.8,42541.6,42541.6,XIJ,1406.2,1366.2,1366.2,XJR,3942.7,3886,3889.1,3722,3402,20782,14
XFJ,2020-05-15,4167.9,4094.7,4158.4,XHJ,42885.2,42498.3,42783,XIJ,1378.7,1338.1,1352.3,XJR,4024,3889.1,4019.7,3967,3307,27143,31
XFJ,2020-05-18,4173.2,4101.7,4106.7,XHJ,43505.2,42783,43422,XIJ,1385.3,1352.3,1375.7,XJR,4213.5,4019.7,4195.6,5242,2079,18873,11
XFJ,2020-05-19,4241.5,4106.7,4179.2,XHJ,43979.4,43033.7,43033.7,XIJ,1407.3,1375.7,1392.1,XJR,4361.4,4195.6,4350.7,4970,1838,21841,9
XFJ,2020-05-20,4205.7,4126.9,4202.5,XHJ,43153.3,42734.5,42903,XIJ,1433.1,1387.6,1422.3,XJR,4355.4,4281.4,4335.1,5611,2589,19970,13
XFJ,2020-05-21,4232.4,4167.6,4167.6,XHJ,43287.1,42656.4,42656.4,XIJ,1445.8,1422.3,1429.7,XJR,4398.7,4319,4322.6,5609,3052,23285,6
XFJ,2020-05-22,4204.7,4131.5,4131.5,XHJ,42656.4,41670.8,41788,XIJ,1444.1,1426.6,1429.7,XJR,4346.7,4263.2,4275.2,6088,2718,25434,15
XFJ,2020-05-25,4209.4,4133.8,4207.8,XHJ,42915.8,41788,42915.8,XIJ,1481.3,1429.7,1481.3,XJR,4343.5,4275.2,4336.8,6977,1527,20568,9
XFJ,2020-05-26,4386.7,4207.8,4386.7,XHJ,44062.7,42825.1,44062.7,XIJ,1519,1481.3,1515.5,XJR,4420.9,4332.6,4420.9,6535,1364,19064,15
XFJ,2020-05-27,4698.5,4386.7,4617.8,XHJ,44062.7,41804.4,41843.9,XIJ,1515.5,1471.7,1477.8,XJR,4420.9,4286.3,4301.3,6387,1624,18910,11
XFJ,2020-05-28,4843.4,4617.8,4760.3,XHJ,42547.4,41785.8,41862.1,XIJ,1501.1,1474.7,1479.2,XJR,4392,4301.3,4352.3,6566,1672,18721,18
XFJ,2020-05-29,4760.3,4591.5,4591.5,XHJ,41985.7,40756,40756,XIJ,1490.7,1469.1,1482.1,XJR,4384.7,4327.7,4348.9,7466,1835,21817,17
XFJ,2020-06-01,4628.5,4479.7,4604.1,XHJ,41838,40739.3,41585.2,XIJ,1495.8,1466.5,1488,XJR,4480.8,4348.9,4480.8,8392,1125,19807,8
XFJ,2020-06-02,4635.1,4585.6,4613.2,XHJ,41846.2,41188.7,41518.4,XIJ,1511.7,1485.8,1507.9,XJR,4483.8,4426.8,4467.5,8171,1079,21086,17
XFJ,2020-06-03,4780.6,4613.2,4772.9,XHJ,41691.1,41200.8,41490.5,XIJ,1548.4,1507.9,1547.9,XJR,4518.5,4467.5,4514.1,8909,1441,20544,8
XFJ,2020-06-04,4931.4,4772.9,4837.6,XHJ,42661.8,41481.5,42616.3,XIJ,1567.4,1537.9,1546.8,XJR,4536.4,4459.1,4485.3,9304,1484,19699,10
XFJ,2020-06-05,4949.6,4837.6,4930.6,XHJ,42629.3,41130.4,41442.4,XIJ,1546.8,1511.7,1518.8,XJR,4505.5,4462.7,4494.2,9851,1356,21140,11
XFJ,2020-06-09,5205.2,4930.6,5169.4,XHJ,41890.2,40586.1,40810.8,XIJ,1536.3,1494.2,1496.8,XJR,4663.2,4494.2,4606.4,9987,721,18822,2
XFJ,2020-06-10,5169.4,5044.6,5130.8,XHJ,42171.1,40799.3,41568.7,XIJ,1549.3,1495.9,1543.1,XJR,4626.5,4562.6,4586.2,9985,1099,18665,7
XFJ,2020-06-11,5130.8,4859.6,4872,XHJ,42243.5,41206.3,41456,XIJ,1543.1,1496.9,1504.7,XJR,4599.9,4511.8,4512,9996,1158,20614,9
XFJ,2020-06-12,4872,4632.1,4744.5,XHJ,41456,40697.7,41127.3,XIJ,1504.7,1431.7,1479.2,XJR,4512,4347.2,4413.3,10956,1199,22883,9
XFJ,2020-06-15,4785.7,4633.6,4633.6,XHJ,41131.5,40359.4,40359.4,XIJ,1510.3,1455.5,1455.5,XJR,4422,4305.5,4305.5,11502,890,19543,15
XFJ,2020-06-16,4881.4,4633.6,4850,XHJ,41662.5,40359.4,41356.7,XIJ,1541.2,1455.5,1538.8,XJR,4487.6,4305.5,4458.3,10667,822,19957,12
XFJ,2020-06-17,4871.6,4792,4871.6,XHJ,42139.8,41356.7,41925.1,XIJ,1572.4,1538.8,1572.4,XJR,4487.1,4397.8,4437.5,10974,1043,23705,23
XFJ,2020-06-18,4873.4,4759.5,4845.2,XHJ,42286.5,41440,41653.2,XIJ,1584.1,1556.4,1566.3,XJR,4437.5,4355.8,4388,12881,1102,25559,21
XFJ,2020-06-19,4906.9,4820.1,4843.4,XHJ,42278.5,41617.9,41952.4,XIJ,1609.9,1566.3,1595.1,XJR,4429.1,4344.6,4348.1,13586,1013,27762,20
XFJ,2020-06-22,4896.1,4775,4871.2,XHJ,42114.5,41549.8,42071.7,XIJ,1595.1,1555.8,1567.5,XJR,4424.8,4331.7,4400.2,14821,687,25793,18
XFJ,2020-06-23,4903.3,4790.4,4855.2,XHJ,42231.7,41700.2,42056.9,XIJ,1608.1,1547.7,1572.2,XJR,4461.7,4370.6,4423.6,14933,639,31390,20
XFJ,2020-06-24,4881.3,4822.6,4842.1,XHJ,42744.2,42051.7,42626.7,XIJ,1617,1572.2,1590.3,XJR,4472.1,4423.3,4462.1,15968,896,34720,30
XFJ,2020-06-25,4842.1,4690.8,4690.8,XHJ,43122.2,42293.2,42562.6,XIJ,1590.3,1539.4,1539.4,XJR,4462.1,4321.7,4321.7,16922,886,34339,37
XFJ,2020-06-26,4829.4,4690.8,4818,XHJ,42850.9,42132.1,42550.5,XIJ,1560.4,1533.5,1552,XJR,4410.1,4321.7,4410.1,17296,778,40949,37
XFJ,2020-06-29,4818,4674.3,4739.9,XHJ,42717.1,42021.5,42235,XIJ,1552,1518.5,1530.8,XJR,4410.1,4315.8,4340.9,19459,649,38673,85
XFJ,2020-06-30,4846.5,4739.9,4794.3,XHJ,42662.8,41967,42191.5,XIJ,1585.7,1530.8,1570.4,XJR,4466.4,4340.9,4422.6,18522,446,41556,71
XFJ,2020-07-01,4840.7,4776.9,4840.3,XHJ,42300,41655.5,41870.9,XIJ,1613.2,1565.9,1595.2,XJR,4465.2,4422.6,4449.9,18653,730,43880,87
XFJ,2020-07-02,4934.8,4818.2,4930.6,XHJ,42638.8,41870.9,42638.8,XIJ,1659.8,1595.2,1654.8,XJR,4489.8,4413.3,4483.7,19148,617,52048,86
XFJ,2020-07-03,4984.5,4889.1,4935.2,XHJ,43676.8,42637.1,43632.1,XIJ,1689.7,1646.2,1665.5,XJR,4523.5,4457.4,4482.1,20903,651,53399,66
XFJ,2020-07-06,4986.9,4907.6,4928.5,XHJ,43687.9,42850.1,42850.1,XIJ,1684.3,1664.9,1668.8,XJR,4482.1,4434,4434,24248,401,49093,140
XFJ,2020-07-07,4992.7,4882.7,4890.7,XHJ,43104.4,42453.6,42760.1,XIJ,1700.7,1668.8,1685.4,XJR,4522.6,4434,4490,22252,555,49990,199
XFJ,2020-07-08,4890.7,4804.5,4814.6,XHJ,42813.8,41546.1,41546.1,XIJ,1685.4,1657.9,1657.9,XJR,4543.5,4462.1,4467.5,22752,704,57473,147
XFJ,2020-07-09,4853,4814,4814,XHJ,41852.5,41435.4,41571.3,XIJ,1736.2,1657.9,1710,XJR,4592.1,4467.5,4558.2,24879,597,58906,182
XFJ,2020-07-10,4821.5,4759.7,4779.4,XHJ,41936.9,41489.8,41686.4,XIJ,1741,1693.6,1697.2,XJR,4558.2,4491.1,4507.3,26506,693,63004,307
XFJ,2020-07-13,4913.6,4779.4,4857.1,XHJ,41891.3,41241,41410.9,XIJ,1720.7,1654.4,1680.1,XJR,4589.3,4507.3,4584.6,28701,442,57258,192
XFJ,2020-07-14,4857.1,4810.9,4833.3,XHJ,41436,40973.7,41109.1,XIJ,1680.1,1607.5,1612.7,XJR,4584.6,4518.4,4567.6,28498,361,58114,284
XFJ,2020-07-15,4894.6,4828.3,4894.2,XHJ,42244.6,41109,42244.6,XIJ,1663.1,1612.7,1657.3,XJR,4690.8,4567.6,4674.8,29429,726,68518,259
XFJ,2020-07-16,4944.4,4847,4871.4,XHJ,42399,41481.7,41603.1,XIJ,1672.2,1634.9,1637.9,XJR,4677.9,4619.8,4636.2,32695,685,67717,330
XFJ,2020-07-17,4891.2,4851.8,4878.3,XHJ,41877,41440.8,41824.7,XIJ,1656.8,1618.1,1636.5,XJR,4675.9,4628.8,4667.7,34956,772,76930,438
XFJ,2020-07-20,4878.3,4816,4825.3,XHJ,42030.9,41652.6,41818.8,XIJ,1661.4,1636.5,1658.5,XJR,4704.9,4665.2,4674.8,40425,493,61796,297
XFJ,2020-07-21,4968.8,4825.3,4965.2,XHJ,43510.2,41818.8,43380.8,XIJ,1753.6,1658.5,1753.6,XJR,4767.4,4674.8,4765.4,37148,413,56750,387
XFJ,2020-07-22,4989.2,4912.1,4937.2,XHJ,43385,41915.8,41991.4,XIJ,1753.6,1704.7,1711.8,XJR,4765.4,4702.4,4716.4,37724,793,72048,503
XFJ,2020-07-23,4954.8,4896.3,4946,XHJ,42159.8,41657.9,42014.3,XIJ,1719.6,1692.1,1703.7,XJR,4730.6,4687.4,4722.2,45720,751,68848,423
XFJ,2020-07-24,4946,4869,4871.7,XHJ,42014.3,41281.5,41362.1,XIJ,1703.7,1654.4,1667.9,XJR,4722.2,4669.8,4678.6,49310,773,63196,309
XFJ,2020-07-27,4880.8,4827.1,4854,XHJ,41448.2,41063,41149.8,XIJ,1690,1655.3,1680.1,XJR,4755.6,4667.4,4740.3,49931,421,55993,549
XFJ,2020-07-28,4886.4,4818.2,4818.2,XHJ,41671.1,40765.5,40773.7,XIJ,1704.9,1654.8,1655.1,XJR,4854.4,4740.3,4762.3,47703,371,56243,400
XFJ,2020-07-29,4912.1,4818.2,4862.8,XHJ,40804.4,40522.4,40623.4,XIJ,1655.1,1621.6,1629.2,XJR,4762.3,4677.2,4684.6,48513,70,61734,319
XFJ,2020-07-30,4913.1,4862.8,4874.9,XHJ,41397.5,40623.4,41202.3,XIJ,1675.1,1629.2,1668.1,XJR,4733.6,4684.6,4733.4,52123,763,74985,746
XFJ,2020-07-31,4874.9,4728.2,4740.9,XHJ,41218.1,40238.9,40547.9,XIJ,1682.4,1635.7,1643.3,XJR,4733.4,4583,4613.7,55078,846,68032,652
XFJ,2020-08-03,4740.9,4615.4,4639.9,XHJ,41777.4,40505.8,41461.9,XIJ,1650.1,1620.5,1644.3,XJR,4690.6,4612.1,4687.3,52972,743,47511,444
XFJ,2020-08-04,4774.5,4639.9,4732.5,XHJ,42413.1,41461.9,42308.5,XIJ,1716,1644.3,1697.3,XJR,4783.4,4687.3,4752.6,52050,928,45607,453
XFJ,2020-08-05,4732.5,4615.7,4695.4,XHJ,42308.5,41444.5,41605.7,XIJ,1699.6,1674.8,1691.3,XJR,4786.6,4744.6,4776.8,52509,670,57525,739
XFJ,2020-08-06,4739.1,4683.8,4715.5,XHJ,41608.5,41119.7,41364.3,XIJ,1705.4,1681.9,1690.6,XJR,4896.3,4776.8,4896.3,56282,891,52804,484
XFJ,2020-08-07,4715.5,4674.5,4699.2,XHJ,41371.2,40884,40890.1,XIJ,1694.9,1678.2,1680.9,XJR,4896.3,4814.5,4826,62538,950,59755,463
XFJ,2020-08-10,4834.5,4699.2,4821.6,XHJ,41738.6,40890.1,41580.8,XIJ,1711.3,1675.7,1703.3,XJR,4880.7,4800.3,4872.1,62064,1062,46847,337
XFJ,2020-08-11,4926.7,4821.6,4876.6,XHJ,41945.1,41044,41676.6,XIJ,1703.3,1663.1,1668.9,XJR,4925.6,4858.2,4860.1,53601,816,49530,354
XFJ,2020-08-12,4988.2,4876.6,4923.4,XHJ,41771.5,41277,41771.5,XIJ,1668.9,1645.7,1651.2,XJR,4860.1,4768.5,4793,60963,1148,46813,428
XFJ,2020-08-13,4949.3,4852.8,4870.1,XHJ,41790.3,41259.8,41429.6,XIJ,1692.7,1651.2,1659.5,XJR,4839.7,4775.3,4789.6,66999,1009,55941,292
XFJ,2020-08-14,4914,4848.1,4881.2,XHJ,42173.2,41278.4,41813.1,XIJ,1730.3,1659.5,1729.1,XJR,4821.8,4788.3,4808.8,64553,1129,51094,386
XFJ,2020-08-17,4881.2,4786.5,4797.5,XHJ,42042.5,41585.9,41866.4,XIJ,1729.1,1701.8,1705.5,XJR,4822.1,4772.6,4791.9,57981,1040,42104,290
XFJ,2020-08-18,4803.6,4725.4,4771.1,XHJ,43847.4,41866.4,43637.9,XIJ,1749,1705.5,1741.9,XJR,4853.8,4777.9,4827.7,55079,713,35056,226
XFJ,2020-08-19,4837,4761.3,4828.8,XHJ,45998.2,43635.6,45373.3,XIJ,1796.8,1741.9,1786.5,XJR,4828.2,4771.5,4773.3,64531,1089,44091,228
XFJ,2020-08-20,4828.8,4767.9,4803.7,XHJ,45373.3,43994,44169.5,XIJ,1828.9,1786.5,1802.3,XJR,4773.3,4685.5,4703.8,69652,812,47426,246
XFJ,2020-08-21,4871.1,4774,4776.9,XHJ,44209.6,43555.7,43608.1,XIJ,1830.8,1802.3,1808,XJR,4736.6,4688.3,4698.6,68898,1182,44005,180
XFJ,2020-08-24,4776.9,4736.9,4753.1,XHJ,43727.3,42968.8,43657,XIJ,1865.8,1808,1865.8,XJR,4724.9,4665.1,4714,61408,1041,34506,121
XFJ,2020-08-25,4894,4753.1,4871.4,XHJ,43696.8,42772.1,42993.4,XIJ,1937.6,1865.8,1932.7,XJR,4743.1,4674.7,4684.8,60975,972,38298,151
XFJ,2020-08-26,4869.1,4765.2,4813.8,XHJ,43225.6,42811.5,43061.2,XIJ,1932.7,1905.3,1915.6,XJR,4684.8,4627.2,4645.7,67151,1184,38119,156
XFJ,2020-08-27,4820,4767.6,4784.8,XHJ,43592.4,43015.8,43137,XIJ,1932.7,1869.5,1909.2,XJR,4707.5,4645.7,4688.9,75760,1048,42848,124
XFJ,2020-08-28,4833.5,4783.9,4794.3,XHJ,43143,42486.2,42678.9,XIJ,1909.2,1851,1871.2,XJR,4688.9,4587.2,4601.3,77266,1522,45909,131
XFJ,2020-08-31,4808.6,4759.8,4759.8,XHJ,42699.7,42140.8,42140.8,XIJ,1916.7,1862.5,1894.1,XJR,4627.9,4585,4608.7,78512,1715,35581,84
XFJ,2020-09-01,4759.8,4615.4,4648.2,XHJ,42181.3,41300.4,41563,XIJ,1894.1,1811.1,1829,XJR,4608.7,4504.3,4570.2,69921,1406,33850,85
XFJ,2020-09-02,4725.1,4648.2,4712.4,XHJ,42452.9,41563,42324.6,XIJ,1853.9,1774.3,1841.5,XJR,4674.5,4570.2,4648.5,78357,1295,44639,109
XFJ,2020-09-03,4807.3,4712.4,4775.4,XHJ,43040.5,42324.6,42900.9,XIJ,1873.1,1820.4,1838.6,XJR,4648.5,4589.2,4614.4,83883,1508,38754,127
XFJ,2020-09-04,4775.4,4629.6,4634.4,XHJ,42900.9,41234.4,41291.4,XIJ,1838.6,1733.6,1735.8,XJR,4614.4,4461.2,4470.8,83341,1735,36249,89
XFJ,2020-09-07,4699.7,4590,4677.6,XHJ,42024,41068.2,41449.5,XIJ,1735.8,1694.4,1724.9,XJR,4549.7,4470.8,4535.5,90802,2988,30555,48
XFJ,2020-09-08,4738.6,4677.6,4738.6,XHJ,42488.8,41449.5,42087.2,XIJ,1743.5,1711.5,1725.4,XJR,4597.3,4535.5,4583.9,75809,2948,24250,66
XFJ,2020-09-09,4738.6,4590.5,4612.1,XHJ,42087.2,40982.1,41255.2,XIJ,1725.4,1655.8,1684.1,XJR,4583.9,4466,4491,89706,2460,27122,93
XFJ,2020-09-10,4654.5,4591.5,4618.8,XHJ,41935.8,41255.2,41450.6,XIJ,1741.2,1684.1,1706.8,XJR,4571.6,4491,4531,95735,2659,31927,59
XFJ,2020-09-11,4618.8,4558.4,4562.7,XHJ,41765.7,41126.6,41655.2,XIJ,1706.8,1665.7,1673.1,XJR,4531,4448.1,4460.8,96551,2919,37507,55
XFJ,2020-09-14,4590.6,4548.3,4566,XHJ,41949.6,41503.5,41693.8,XIJ,1684,1632.5,1661.8,XJR,4574.5,4460.8,4569.5,92071,3330,33871,39
XFJ,2020-09-15,4566.7,4499.8,4501.5,XHJ,42375.1,41693.8,42177.7,XIJ,1693.4,1661.8,1681.7,XJR,4615.2,4569.5,4595,83809,2621,34841,50
XFJ,2020-09-16,4537.3,4498.1,4530.3,XHJ,42823.2,42173.8,42732.7,XIJ,1724.7,1681.7,1721.5,XJR,4645.2,4595,4619.7,90123,3103,51473,53
XFJ,2020-09-17,4535.5,4506.9,4507.2,XHJ,42765.4,42054.7,42054.7,XIJ,1721.5,1670.3,1670.3,XJR,4628.2,4517.8,4521.9,97894,3991,24598,35
XFJ,2020-09-18,4517.8,4481.5,4481.5,XHJ,42303.3,41638,41638,XIJ,1702.5,1670.3,1691.1,XJR,4597.1,4521.9,4567.6,96424,3395,43567,51
XFJ,2020-09-21,4484.7,4412.9,4424.7,XHJ,42340.2,41626.7,41767.4,XIJ,1696,1665.2,1671.7,XJR,4567.6,4513.8,4520.7,86961,3899,39852,16
