Code,Date,High,Low,Close,Code,High,Low,Close,Code,High,Low,Close,Code,High,Low,Close,Cases India,Cases UK,Cases US,Cases STRAYA
XFJ,2020-03-13,4720.5,4079.2,4720.5,XHJ,43645.9,36577.1,43645.9,XIJ,1092.7,977.5,1092.7,XJR,3563,3127.3,3563,2,406,351,41
XFJ,2020-03-16,4720.5,4196.5,4196.5,XHJ,43645.9,39302.1,39302.1,XIJ,1092.7,978,978,XJR,3563,3252.9,3252.9,3,361,823,79
XFJ,2020-03-17,4600,4188.2,4582.5,XHJ,41381.5,38904,41330.6,XIJ,1024,954.2,1023.5,XJR,3553.9,3252.9,3526.2,32,442,887,78
XFJ,2020-03-18,4582.5,4165.8,4232.3,XHJ,41330.6,38159.7,38330.6,XIJ,1023.5,908,923.3,XJR,3551.3,3323.3,3369.3,12,611,1766,113
XFJ,2020-03-19,4466,3934.8,3934.8,XHJ,39695.9,37976.2,39326.7,XIJ,959,883.8,892.8,XJR,3448,3241.3,3286.7,28,769,2988,142
XFJ,2020-03-20,4254.9,3934.8,4075,XHJ,40150.9,37076.3,37230.8,XIJ,963.7,892.8,914.1,XJR,3426.4,3286.7,3296.5,26,999,4835,138
XFJ,2020-03-23,4075,3591.2,3658.7,XHJ,38954.9,33730.5,38201.2,XIJ,914.1,818.9,847.9,XJR,3296.5,3105.5,3192,119,1198,8459,330
XFJ,2020-03-24,3861.8,3658.7,3831,XHJ,39447.7,37754.8,38978.1,XIJ,912.8,847.9,904.2,XJR,3386.5,3192,3381.2,53,1378,11236,370
XFJ,2020-03-25,4163.2,3831,4163.2,XHJ,40432.7,37276.4,38885.7,XIJ,983.4,904.2,946.4,XJR,3667.7,3381.2,3629.4,70,2338,8789,380
XFJ,2020-03-26,4249.5,4072.9,4178.7,XHJ,41428.5,38885.7,41428.5,XIJ,1029.5,946.4,1016.8,XJR,3722,3605.4,3641,87,2375,13963,379
XFJ,2020-03-27,4319.8,3935.7,3935.7,XHJ,42476.2,38487.6,38487.6,XIJ,1077.3,982,991.6,XJR,3719.7,3450.8,3450.8,75,2692,16797,371
XFJ,2020-03-30,4282,3933.5,4282,XHJ,42884.1,38487.6,42884.1,XIJ,1045.3,981.5,1045.3,XJR,3584.3,3362.4,3584.3,92,2822,18360,266
XFJ,2020-03-31,4548.5,4192.9,4263.1,XHJ,44831.6,40193.9,41244.9,XIJ,1099.5,1037.3,1056.3,XJR,3630.4,3433.1,3469.2,180,2858,21595,312
XFJ,2020-04-01,4378.7,4243.9,4372.6,XHJ,42872.9,41244.9,42657.5,XIJ,1091,1056.3,1084.1,XJR,3642.3,3469.2,3617.7,146,4273,24998,306
XFJ,2020-04-02,4372.6,4117.6,4188.5,XHJ,43108.8,41369.2,42398.1,XIJ,1084.1,1040.9,1045,XJR,3628.1,3544.9,3602.2,568,4514,27103,277
XFJ,2020-04-03,4255.7,4065.7,4099.2,XHJ,43173.3,41176.2,41691,XIJ,1083.7,1022.3,1028.8,XJR,3802,3602.2,3642.6,336,4913,28819,226
XFJ,2020-04-06,4309.8,4099.2,4302.2,XHJ,43969.8,41691,43722.8,XIJ,1077.8,1028.8,1072.6,XJR,3820.8,3642.6,3814.8,693,4020,25398,107
XFJ,2020-04-07,4454.3,4188.9,4247.5,XHJ,44707.8,42254,42748,XIJ,1124.9,1072.6,1101.3,XJR,3929.9,3780.5,3837.5,354,3592,30561,119
XFJ,2020-04-08,4247.5,4054.6,4129,XHJ,43951.9,42032.5,42593.2,XIJ,1112.2,1072.6,1095,XJR,3890.6,3760.8,3804.5,773,5282,30613,105
XFJ,2020-04-09,4293.8,4129,4293.8,XHJ,44531.1,42590,44531.1,XIJ,1146.9,1095,1146.9,XJR,3873.7,3786.3,3861.2,540,5450,33323,85
XFJ,2020-04-14,4375.2,4234.2,4375.2,XHJ,44859.8,44055.9,44722.7,XIJ,1213.3,1146.9,1213.3,XJR,3995.4,3856.9,3983.3,1211,3489,25023,49
XFJ,2020-04-15,4420.9,4302.4,4352.2,XHJ,45499.2,43929.2,44597,XIJ,1231.2,1205.4,1217.2,XJR,3986.6,3899.8,3939,1075,4178,26922,38
XFJ,2020-04-16,4352.2,4214.8,4293.4,XHJ,44888.6,43944.4,44739,XIJ,1217.2,1189.9,1201.9,XJR,3939,3819.2,3879.5,942,4326,30148,33
XFJ,2020-04-17,4387.2,4293.4,4302.3,XHJ,45802.2,44739,45298.2,XIJ,1251.9,1201.9,1224,XJR,3957.8,3879.5,3918.9,1007,5065,31667,47
XFJ,2020-04-20,4338.4,4209,4209,XHJ,45310,43887.2,43887.2,XIJ,1234,1213.3,1215.8,XJR,3936.5,3816,3816,1553,4721,24601,11
XFJ,2020-04-21,4241.7,4119.8,4119.8,XHJ,44151.4,42568.3,42740.7,XIJ,1215.8,1151.1,1156.5,XJR,3821.6,3743.9,3754.6,1335,3853,28065,23
XFJ,2020-04-22,4186.1,4032.2,4150.5,XHJ,43578.3,41987.6,43284.9,XIJ,1167.5,1124.2,1160,XJR,3754.6,3626.4,3674.2,1384,4854,37289,12
XFJ,2020-04-23,4201,4092.1,4129,XHJ,43666.5,42037.1,42426.4,XIJ,1186.3,1156.4,1164.9,XJR,3797.1,3674.2,3767.9,1409,4760,17588,8
XFJ,2020-04-24,4172.7,4105.4,4121.8,XHJ,43246.6,42286.5,43130.5,XIJ,1179.5,1157.4,1167.6,XJR,3848.4,3767.9,3832.9,1684,5487,26543,20
