Code,Date,Open,High,Low,Close,Volume,Value,Trades
XFJ,2019-9-23,0,6529.1,6490.6,6510.6,0,0,0
XFJ,2019-9-24,0,6544.9,6510.6,6532.5,0,0,0
XFJ,2019-9-25,0,6533.9,6477.9,6513.7,0,0,0
XFJ,2019-9-26,0,6536.4,6466.4,6493.7,0,0,0
XFJ,2019-9-27,0,6535.9,6493.7,6523,0,0,0
XFJ,2019-9-30,0,6527.9,6477.7,6477.7,0,0,0
XFJ,2019-10-1,0,6504.7,6448.2,6499.9,0,0,0
XFJ,2019-10-2,0,6499.9,6369.2,6378.9,0,0,0
XFJ,2019-10-3,0,6378.9,6194,6212.1,0,0,0
XFJ,2019-10-4,0,6225.1,6171.3,6207.6,0,0,0
XFJ,2019-10-7,0,6246,6207.6,6230.7,0,0,0
XFJ,2019-10-8,0,6266.3,6230.7,6252.6,0,0,0
XFJ,2019-10-9,0,6252.6,6170.4,6201.1,0,0,0
XFJ,2019-10-10,0,6228.4,6184.6,6205.4,0,0,0
XFJ,2019-10-11,0,6271.7,6205.4,6271.7,0,0,0
XFJ,2019-10-14,0,6344.9,6271.7,6312.2,0,0,0
XFJ,2019-10-15,0,6335.5,6297.7,6330.4,0,0,0
XFJ,2019-10-16,0,6435.1,6330.4,6425.7,0,0,0
XFJ,2019-10-17,0,6445.7,6393,6403,0,0,0
XFJ,2019-10-18,0,6403,6352.3,6377.6,0,0,0
XFJ,2019-10-21,0,6383.6,6331.4,6383.6,0,0,0
XFJ,2019-10-22,0,6408.3,6379.1,6397.4,0,0,0
XFJ,2019-10-23,0,6403.1,6359.1,6392.3,0,0,0
XFJ,2019-10-24,0,6432.6,6392.3,6412.6,0,0,0
XFJ,2019-10-25,0,6447.9,6412.6,6445,0,0,0
XFJ,2019-10-28,0,6453.4,6419.1,6427.2,0,0,0
XFJ,2019-10-29,0,6439,6412.9,6423.5,0,0,0
XFJ,2019-10-30,0,6423.5,6353,6365.4,0,0,0
XFJ,2019-10-31,0,6365.4,6255.5,6295,0,0,0
XFJ,2019-11-1,0,6295,6213.7,6245.4,0,0,0
XFJ,2019-11-4,0,6247.2,6178.8,6195.6,0,0,0
XFJ,2019-11-5,0,6238.7,6171.8,6200.2,0,0,0
XFJ,2019-11-6,0,6233.3,6184.2,6190.1,0,0,0
XFJ,2019-11-7,0,6261.3,6190.1,6256.6,0,0,0
XFJ,2019-11-8,0,6292.1,6253.9,6274.4,0,0,0
XFJ,2019-11-11,0,6300,6251.6,6297.3,0,0,0
XFJ,2019-11-12,0,6321.7,6230.2,6267.4,0,0,0
XFJ,2019-11-13,0,6273.9,6191.5,6191.5,0,0,0
XFJ,2019-11-14,0,6199.3,6144,6188.3,0,0,0
XFJ,2019-11-15,0,6225.8,6184.8,6219.6,0,0,0
XFJ,2019-11-18,0,6224.1,6164.6,6184.5,0,0,0
XFJ,2019-11-19,0,6213.6,6153.1,6213.6,0,0,0
XFJ,2019-11-20,0,6213.6,6075.1,6079.9,0,0,0
XFJ,2019-11-21,0,6079.9,5994.5,6033.6,0,0,0
XFJ,2019-11-22,0,6050.8,5999.8,6032.8,0,0,0
XFJ,2019-11-25,0,6057.5,6015.3,6019.9,0,0,0
XFJ,2019-11-26,0,6071.9,6019.9,6068.2,0,0,0
XFJ,2019-11-27,0,6118,6053.6,6117.5,0,0,0
XFJ,2019-11-28,0,6129.9,6100.2,6101.8,0,0,0
XFJ,2019-11-29,0,6123.2,6074.3,6074.3,0,0,0
XFJ,2019-12-2,0,6125.9,6066.9,6096,0,0,0
XFJ,2019-12-3,0,6096,5956.1,5966.4,0,0,0
XFJ,2019-12-4,0,5966.4,5857,5864.4,0,0,0
XFJ,2019-12-5,0,5949.8,5864.4,5944.3,0,0,0
XFJ,2019-12-6,0,5964.7,5944.3,5961.2,0,0,0
XFJ,2019-12-9,0,5994.9,5960.7,5981.2,0,0,0
XFJ,2019-12-10,0,5987.1,5947.5,5954.7,0,0,0
XFJ,2019-12-11,0,6002.8,5954.7,6002.8,0,0,0
XFJ,2019-12-12,0,6002.8,5940.9,5946.7,0,0,0
XFJ,2019-12-13,0,6054.1,5946.7,6029.7,0,0,0
XFJ,2019-12-16,0,6141.8,6029.7,6129.7,0,0,0
XFJ,2019-12-17,0,6145.8,6094.5,6124.1,0,0,0
XFJ,2019-12-18,0,6127.5,6076.1,6106.5,0,0,0
XFJ,2019-12-19,0,6130.7,6070.1,6083.3,0,0,0
XFJ,2019-12-20,0,6087.4,6047.7,6060.5,0,0,0
XFJ,2019-12-23,0,6062,6039.7,6045.3,0,0,0
XFJ,2019-12-24,0,6047,6015.7,6031.4,0,0,0
XFJ,2019-12-27,0,6062.1,6028.3,6058.6,0,0,0
XFJ,2019-12-30,0,6063.2,6006.4,6056.7,0,0,0
XFJ,2019-12-31,0,6056.7,5962.7,5975.4,0,0,0
XFJ,2020-1-2,0,5984.7,5937.8,5971.4,0,0,0
XFJ,2020-1-3,0,6063.4,5971.4,6010.8,0,0,0
XFJ,2020-1-6,0,6010.8,5933.1,5976,0,0,0
XFJ,2020-1-7,0,6071.8,5976,6064.7,0,0,0
XFJ,2020-1-8,0,6065.7,5967.5,6033.6,0,0,0
XFJ,2020-1-9,0,6105.7,6033.6,6063.5,0,0,0
XFJ,2020-1-10,0,6123.7,6063.5,6120,0,0,0
XFJ,2020-1-13,0,6120,6067.2,6102.1,0,0,0
XFJ,2020-1-14,0,6155,6102.1,6140.6,0,0,0
XFJ,2020-1-15,0,6169,6140.6,6167,0,0,0
XFJ,2020-1-16,0,6233,6167,6233,0,0,0
XFJ,2020-1-17,0,6279.4,6231.6,6231.6,0,0,0
XFJ,2020-1-20,0,6246.8,6223.5,6228.7,0,0,0
XFJ,2020-1-21,0,6229.6,6187.5,6209.9,0,0,0
XFJ,2020-1-22,0,6275.8,6201.6,6264.8,0,0,0
XFJ,2020-1-23,0,6275.6,6230.6,6245,0,0,0
XFJ,2020-1-24,0,6291.5,6245,6264.2,0,0,0
XFJ,2020-1-28,0,6264.2,6159.7,6186.1,0,0,0
XFJ,2020-1-29,0,6255.8,6186.1,6242.5,0,0,0
XFJ,2020-1-30,0,6268.5,6240.3,6266.1,0,0,0
XFJ,2020-1-31,0,6294.3,6245.4,6255.4,0,0,0
XFJ,2020-2-3,0,6255.4,6131.8,6167.5,0,0,0
XFJ,2020-2-4,0,6209.4,6150.3,6190.3,0,0,0
XFJ,2020-2-5,0,6234.5,6179.9,6185.2,0,0,0
XFJ,2020-2-6,0,6276.2,6185.2,6272.5,0,0,0
XFJ,2020-2-7,0,6280.9,6222.9,6260.4,0,0,0
XFJ,2020-2-10,0,6262.5,6219.7,6234.4,0,0,0
XFJ,2020-2-11,0,6285.8,6234.4,6267,0,0,0
XFJ,2020-2-12,0,6391.1,6267,6379,0,0,0
XFJ,2020-2-13,0,6440.4,6377.8,6400.7,0,0,0
XFJ,2020-2-14,0,6493.6,6399.2,6486.6,0,0,0
XFJ,2020-2-17,0,6490.9,6428.2,6458.1,0,0,0
XFJ,2020-2-18,0,6480.9,6450.1,6480.9,0,0,0
XFJ,2020-2-19,0,6486,6406.1,6437.9,0,0,0
XFJ,2020-2-20,0,6476.3,6422.9,6461.4,0,0,0
XFJ,2020-2-21,0,6495.4,6446.3,6494.3,0,0,0
XFJ,2020-2-24,0,6494.3,6348.9,6381.8,0,0,0
XFJ,2020-2-25,0,6381.8,6216.7,6298.8,0,0,0
XFJ,2020-2-26,0,6298.8,6149.3,6173.8,0,0,0
XFJ,2020-2-27,0,6186.4,6066.6,6094.3,0,0,0
XFJ,2020-2-28,0,6094.3,5869.7,5904.3,0,0,0
XFJ,2020-3-2,0,5904.3,5691.4,5816.6,0,0,0
XFJ,2020-3-3,0,5904.3,5763.2,5763.2,0,0,0
XFJ,2020-3-4,0,5763.2,5590.4,5605.5,0,0,0
XFJ,2020-3-5,0,5700.8,5605.5,5634.1,0,0,0
XFJ,2020-3-6,0,5634.1,5397.6,5397.6,0,0,0
XFJ,2020-3-9,0,5397.6,4987.5,4987.5,0,0,0
XFJ,2020-3-10,0,5221.8,4783.7,5221.8,0,0,0
XFJ,2020-3-11,0,5238.8,4947,4947,0,0,0
