Code,Date,Open,High,Low,Close,Volume,Value,Trades
XHJ,2019-11-11,0,40177.3,39066.3,40177.3,0,0,0
XHJ,2019-11-12,0,40214,39717.1,39814.6,0,0,0
XHJ,2019-11-13,0,40203.9,39661.7,39765.8,0,0,0
XHJ,2019-11-14,0,40457,39765.8,40196.7,0,0,0
XHJ,2019-11-15,0,40760.1,40181,40760.1,0,0,0
XHJ,2019-11-18,0,40788.4,40320.3,40412.9,0,0,0
XHJ,2019-11-19,0,40785.2,40354.1,40785.2,0,0,0
XHJ,2019-11-20,0,40785.2,40110.2,40243.1,0,0,0
XHJ,2019-11-21,0,40249.8,39668.2,39854,0,0,0
XHJ,2019-11-22,0,40259.3,39854,40150.7,0,0,0
XHJ,2019-11-25,0,40606.2,40150.7,40504.8,0,0,0
XHJ,2019-11-26,0,41307.7,40504.8,41307.7,0,0,0
XHJ,2019-11-27,0,41452.8,41062.6,41414.4,0,0,0
XHJ,2019-11-28,0,41938.1,41407.4,41733.8,0,0,0
XHJ,2019-11-29,0,42220.2,41731.5,41755.5,0,0,0
XHJ,2019-12-2,0,42264.3,41755.5,42106.3,0,0,0
XHJ,2019-12-3,0,42106.3,40878,40912.7,0,0,0
XHJ,2019-12-4,0,40912.7,40302.9,40617.1,0,0,0
XHJ,2019-12-5,0,41245.4,40457.5,40772.4,0,0,0
XHJ,2019-12-6,0,41214.4,40768,41214.4,0,0,0
XHJ,2019-12-9,0,41346.5,40867.9,40887.4,0,0,0
XHJ,2019-12-10,0,41182.3,40832.5,40839.1,0,0,0
XHJ,2019-12-11,0,41298.4,40767.1,41248,0,0,0
XHJ,2019-12-12,0,41567.7,40938.1,40951.4,0,0,0
XHJ,2019-12-13,0,41233.8,40676.1,40827.8,0,0,0
XHJ,2019-12-16,0,42002.9,40827.8,41839,0,0,0
XHJ,2019-12-17,0,42018.2,41590.2,41765,0,0,0
XHJ,2019-12-18,0,42232.3,41765,42131.9,0,0,0
XHJ,2019-12-19,0,42178.3,41544.1,41668.2,0,0,0
XHJ,2019-12-20,0,41912.8,41384.1,41563.9,0,0,0
XHJ,2019-12-23,0,41745.2,41203.6,41203.6,0,0,0
XHJ,2019-12-24,0,41725.9,41201.5,41601.2,0,0,0
XHJ,2019-12-27,0,41765.6,41376.3,41408.1,0,0,0
XHJ,2019-12-30,0,41671.8,41201.3,41605.2,0,0,0
XHJ,2019-12-31,0,41606.2,40620.4,40635.5,0,0,0
XHJ,2020-1-2,0,40979.5,40537.2,40537.2,0,0,0
XHJ,2020-1-3,0,41365.9,40537.2,40850.6,0,0,0
XHJ,2020-1-6,0,40855.1,40413.4,40823.3,0,0,0
XHJ,2020-1-7,0,41702.1,40823.3,41646.1,0,0,0
XHJ,2020-1-8,0,41931.9,40996.1,41860.2,0,0,0
XHJ,2020-1-9,0,42603.5,41860.2,42603.5,0,0,0
XHJ,2020-1-10,0,43524.5,42597.1,43503.3,0,0,0
XHJ,2020-1-13,0,43503.3,42839.7,43014.5,0,0,0
XHJ,2020-1-14,0,43655.8,43014.5,43340.2,0,0,0
XHJ,2020-1-15,0,43613.8,43007.9,43580.2,0,0,0
XHJ,2020-1-16,0,43995,43568,43972.7,0,0,0
XHJ,2020-1-17,0,44278.1,43915.9,44022.2,0,0,0
XHJ,2020-1-20,0,44506.8,44022.2,44345.2,0,0,0
XHJ,2020-1-21,0,44493.5,44187.5,44454.7,0,0,0
XHJ,2020-1-22,0,45196.1,44379.5,45088.6,0,0,0
XHJ,2020-1-23,0,45088.6,44504.5,44877.8,0,0,0
XHJ,2020-1-24,0,45521.2,44877.8,45193.7,0,0,0
XHJ,2020-1-28,0,45903.4,45014.2,45361.2,0,0,0
XHJ,2020-1-29,0,45941.9,45361.2,45868.7,0,0,0
XHJ,2020-1-30,0,45877.3,45229.2,45229.2,0,0,0
XHJ,2020-1-31,0,45720.1,45210,45527.9,0,0,0
XHJ,2020-2-3,0,45527.9,45035.3,45324.1,0,0,0
XHJ,2020-2-4,0,45991.9,45324.1,45583.9,0,0,0
XHJ,2020-2-5,0,46447,45583.9,45866.1,0,0,0
XHJ,2020-2-6,0,46708.3,45866.1,46455.3,0,0,0
XHJ,2020-2-7,0,46655.8,46333.2,46420.7,0,0,0
XHJ,2020-2-10,0,46838.4,46182.4,46742,0,0,0
XHJ,2020-2-11,0,47219.7,46609,47084.1,0,0,0
XHJ,2020-2-12,0,47784.5,46655.2,47272.9,0,0,0
XHJ,2020-2-13,0,47746.5,47143.3,47400.6,0,0,0
XHJ,2020-2-14,0,47594.9,47243,47557.1,0,0,0
XHJ,2020-2-17,0,47837,47501.7,47718.4,0,0,0
XHJ,2020-2-18,0,47718.4,47272.3,47378.6,0,0,0
XHJ,2020-2-19,0,48747.2,47364.5,48747.2,0,0,0
XHJ,2020-2-20,0,48812.6,48260.6,48347.6,0,0,0
XHJ,2020-2-21,0,48425.8,47876,47922,0,0,0
XHJ,2020-2-24,0,47922,46480.7,46504.1,0,0,0
XHJ,2020-2-25,0,46504.1,45091,46124.3,0,0,0
XHJ,2020-2-26,0,46124.3,44452,44452.9,0,0,0
XHJ,2020-2-27,0,45168.1,43981.3,45020.7,0,0,0
XHJ,2020-2-28,0,45020.7,43602.8,43816.8,0,0,0
XHJ,2020-3-2,0,43888.9,42583.9,43474.7,0,0,0
XHJ,2020-3-3,0,44951.4,43474.7,44560,0,0,0
XHJ,2020-3-4,0,44560,43413.8,43540.5,0,0,0
XHJ,2020-3-5,0,44983.2,43540.5,44733.5,0,0,0
XHJ,2020-3-6,0,44782.1,44180.6,44343.4,0,0,0
XHJ,2020-3-9,0,44343.4,41885.2,41885.2,0,0,0
XHJ,2020-3-10,0,43427.8,39259.1,43427.8,0,0,0
XHJ,2020-3-11,0,44572,42473.9,42473.9,0,0,0
XHJ,2020-3-12,0,42473.9,38818.8,39461.9,0,0,0
XHJ,2020-3-13,0,43645.9,36577.1,43645.9,0,0,0
XHJ,2020-3-16,0,43645.9,39302.1,39302.1,0,0,0
XHJ,2020-3-17,0,41381.5,38904,41330.6,0,0,0
XHJ,2020-3-18,0,41330.6,38159.7,38330.6,0,0,0
XHJ,2020-3-19,0,39695.9,37976.2,39326.7,0,0,0
XHJ,2020-3-20,0,40150.9,37076.3,37230.8,0,0,0
XHJ,2020-3-23,0,38954.9,33730.5,38201.2,0,0,0
XHJ,2020-3-24,0,39447.7,37754.8,38978.1,0,0,0
XHJ,2020-3-25,0,40432.7,37276.4,38885.7,0,0,0
XHJ,2020-3-26,0,41428.5,38885.7,41428.5,0,0,0
XHJ,2020-3-27,0,42476.2,38487.6,38487.6,0,0,0
XHJ,2020-3-30,0,42884.1,38487.6,42884.1,0,0,0
XHJ,2020-3-31,0,44831.6,40193.9,41244.9,0,0,0
XHJ,2020-4-1,0,42872.9,41244.9,42657.5,0,0,0
XHJ,2020-4-2,0,43108.8,41369.2,42398.1,0,0,0
XHJ,2020-4-3,0,43173.3,41176.2,41691,0,0,0
XHJ,2020-4-6,0,43969.8,41691,43722.8,0,0,0
XHJ,2020-4-7,0,44707.8,42254,42748,0,0,0
XHJ,2020-4-8,0,43951.9,42032.5,42593.2,0,0,0
XHJ,2020-4-9,0,44531.1,42590,44531.1,0,0,0
XHJ,2020-4-14,0,44859.8,44055.9,44722.7,0,0,0
XHJ,2020-4-15,0,45499.2,43929.2,44597,0,0,0
XHJ,2020-4-16,0,44888.6,43944.4,44739,0,0,0
XHJ,2020-4-17,0,45802.2,44739,45298.2,0,0,0
XHJ,2020-4-20,0,45310,43887.2,43887.2,0,0,0
XHJ,2020-4-21,0,44151.4,42568.3,42740.7,0,0,0
XHJ,2020-4-22,0,43578.3,41987.6,43284.9,0,0,0
XHJ,2020-4-23,0,43666.5,42037.1,42426.4,0,0,0
XHJ,2020-4-24,0,43246.6,42286.5,43130.5,0,0,0
XHJ,2020-4-27,0,44321.6,43128.9,44321.6,0,0,0
XHJ,2020-4-28,0,44377.7,43720.7,44229.5,0,0,0
XHJ,2020-4-29,0,44238.6,43305.5,43640.3,0,0,0
XHJ,2020-4-30,0,43646.8,43053.2,43053.2,0,0,0
XHJ,2020-5-1,0,43537.5,41862.6,41862.6,0,0,0
XHJ,2020-5-4,0,42906.2,41639,42848,0,0,0
XHJ,2020-5-5,0,43003.3,42455.7,42663.4,0,0,0
XHJ,2020-5-6,0,43115.1,42503.5,42842.8,0,0,0
XHJ,2020-5-7,0,43395.5,42699.7,43071.5,0,0,0
XHJ,2020-5-8,0,43141.4,42334.9,42334.9,0,0,0
XHJ,2020-5-11,0,42854,42334.9,42629.7,0,0,0
XHJ,2020-5-12,0,43322.4,42627.3,43275.7,0,0,0
XHJ,2020-5-13,0,43607.8,42297.2,43607.8,0,0,0
XHJ,2020-5-14,0,43607.8,42541.6,42541.6,0,0,0
XHJ,2020-5-15,0,42885.2,42498.3,42783,0,0,0
XHJ,2020-5-18,0,43505.2,42783,43422,0,0,0
XHJ,2020-5-19,0,43979.4,43033.7,43033.7,0,0,0
XHJ,2020-5-20,0,43153.3,42734.5,42903,0,0,0
XHJ,2020-5-21,0,43287.1,42656.4,42656.4,0,0,0
XHJ,2020-5-22,0,42656.4,41670.8,41788,0,0,0
XHJ,2020-5-25,0,42915.8,41788,42915.8,0,0,0
XHJ,2020-5-26,0,44062.7,42825.1,44062.7,0,0,0
XHJ,2020-5-27,0,44062.7,41804.4,41843.9,0,0,0
XHJ,2020-5-28,0,42547.4,41785.8,41862.1,0,0,0
XHJ,2020-5-29,0,41985.7,40756,40756,0,0,0
XHJ,2020-6-1,0,41838,40739.3,41585.2,0,0,0
XHJ,2020-6-2,0,41846.2,41188.7,41518.4,0,0,0
XHJ,2020-6-3,0,41691.1,41200.8,41490.5,0,0,0
XHJ,2020-6-4,0,42661.8,41481.5,42616.3,0,0,0
XHJ,2020-6-5,0,42629.3,41130.4,41442.4,0,0,0
XHJ,2020-6-9,0,41890.2,40586.1,40810.8,0,0,0
XHJ,2020-6-10,0,42171.1,40799.3,41568.7,0,0,0
XHJ,2020-6-11,0,42243.5,41206.3,41456,0,0,0
XHJ,2020-6-12,0,41456,40697.7,41127.3,0,0,0
XHJ,2020-6-15,0,41131.5,40359.4,40359.4,0,0,0
XHJ,2020-6-16,0,41662.5,40359.4,41356.7,0,0,0
XHJ,2020-6-17,0,42139.8,41356.7,41925.1,0,0,0
XHJ,2020-6-18,0,42286.5,41440,41653.2,0,0,0
XHJ,2020-6-19,0,42278.5,41617.9,41952.4,0,0,0
XHJ,2020-6-22,0,42114.5,41549.8,42071.7,0,0,0
XHJ,2020-6-23,0,42231.7,41700.2,42056.9,0,0,0
XHJ,2020-6-24,0,42744.2,42051.7,42626.7,0,0,0
XHJ,2020-6-25,0,43122.2,42293.2,42562.6,0,0,0
XHJ,2020-6-26,0,42850.9,42132.1,42550.5,0,0,0
XHJ,2020-6-29,0,42717.1,42021.5,42235,0,0,0
XHJ,2020-6-30,0,42662.8,41967,42191.5,0,0,0
XHJ,2020-7-1,0,42300,41655.5,41870.9,0,0,0
XHJ,2020-7-2,0,42638.8,41870.9,42638.8,0,0,0
XHJ,2020-7-3,0,43676.8,42637.1,43632.1,0,0,0
XHJ,2020-7-6,0,43687.9,42850.1,42850.1,0,0,0
XHJ,2020-7-7,0,43104.4,42453.6,42760.1,0,0,0
XHJ,2020-7-8,0,42813.8,41546.1,41546.1,0,0,0
XHJ,2020-7-9,0,41852.5,41435.4,41571.3,0,0,0
XHJ,2020-7-10,0,41936.9,41489.8,41686.4,0,0,0
XHJ,2020-7-13,0,41891.3,41241,41410.9,0,0,0
XHJ,2020-7-14,0,41436,40973.7,41109.1,0,0,0
XHJ,2020-7-15,0,42244.6,41109,42244.6,0,0,0
XHJ,2020-7-16,0,42399,41481.7,41603.1,0,0,0
XHJ,2020-7-17,0,41877,41440.8,41824.7,0,0,0
XHJ,2020-7-20,0,42030.9,41652.6,41818.8,0,0,0
XHJ,2020-7-21,0,43510.2,41818.8,43380.8,0,0,0
XHJ,2020-7-22,0,43385,41915.8,41991.4,0,0,0
XHJ,2020-7-23,0,42159.8,41657.9,42014.3,0,0,0
XHJ,2020-7-24,0,42014.3,41281.5,41362.1,0,0,0
XHJ,2020-7-27,0,41448.2,41063,41149.8,0,0,0
XHJ,2020-7-28,0,41671.1,40765.5,40773.7,0,0,0
XHJ,2020-7-29,0,40804.4,40522.4,40623.4,0,0,0
XHJ,2020-7-30,0,41397.5,40623.4,41202.3,0,0,0
XHJ,2020-7-31,0,41218.1,40238.9,40547.9,0,0,0
XHJ,2020-8-3,0,41777.4,40505.8,41461.9,0,0,0
XHJ,2020-8-4,0,42413.1,41461.9,42308.5,0,0,0
XHJ,2020-8-5,0,42308.5,41444.5,41605.7,0,0,0
XHJ,2020-8-6,0,41608.5,41119.7,41364.3,0,0,0
XHJ,2020-8-7,0,41371.2,40884,40890.1,0,0,0
XHJ,2020-8-10,0,41738.6,40890.1,41580.8,0,0,0
XHJ,2020-8-11,0,41945.1,41044,41676.6,0,0,0
XHJ,2020-8-12,0,41771.5,41277,41771.5,0,0,0
XHJ,2020-8-13,0,41790.3,41259.8,41429.6,0,0,0
XHJ,2020-8-14,0,42173.2,41278.4,41813.1,0,0,0
XHJ,2020-8-17,0,42042.5,41585.9,41866.4,0,0,0
XHJ,2020-8-18,0,43847.4,41866.4,43637.9,0,0,0
XHJ,2020-8-19,0,45998.2,43635.6,45373.3,0,0,0
XHJ,2020-8-20,0,45373.3,43994,44169.5,0,0,0
XHJ,2020-8-21,0,44209.6,43555.7,43608.1,0,0,0
XHJ,2020-8-24,0,43727.3,42968.8,43657,0,0,0
XHJ,2020-8-25,0,43696.8,42772.1,42993.4,0,0,0
XHJ,2020-8-26,0,43225.6,42811.5,43061.2,0,0,0
XHJ,2020-8-27,0,43592.4,43015.8,43137,0,0,0
XHJ,2020-8-28,0,43143,42486.2,42678.9,0,0,0
XHJ,2020-8-31,0,42699.7,42140.8,42140.8,0,0,0
XHJ,2020-9-1,0,42181.3,41300.4,41563,0,0,0
XHJ,2020-9-2,0,42452.9,41563,42324.6,0,0,0
XHJ,2020-9-3,0,43040.5,42324.6,42900.9,0,0,0
XHJ,2020-9-4,0,42900.9,41234.4,41291.4,0,0,0
XHJ,2020-9-7,0,42024,41068.2,41449.5,0,0,0
XHJ,2020-9-8,0,42488.8,41449.5,42087.2,0,0,0
XHJ,2020-9-9,0,42087.2,40982.1,41255.2,0,0,0
XHJ,2020-9-10,0,41935.8,41255.2,41450.6,0,0,0
XHJ,2020-9-11,0,41765.7,41126.6,41655.2,0,0,0
XHJ,2020-9-14,0,41949.6,41503.5,41693.8,0,0,0
XHJ,2020-9-15,0,42375.1,41693.8,42177.7,0,0,0
XHJ,2020-9-16,0,42823.2,42173.8,42732.7,0,0,0
XHJ,2020-9-17,0,42765.4,42054.7,42054.7,0,0,0
XHJ,2020-9-18,0,42303.3,41638,41638,0,0,0
XHJ,2020-9-21,0,42340.2,41626.7,41767.4,0,0,0
XHJ,2020-9-22,0,42426,41675.8,42225.1,0,0,0
